monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,1,1,1,1,0,0,20250715,20250722,343
1,1,1,1,1,0,0,20250715,20250731,757
1,1,1,1,1,0,0,20250715,20250808,318
1,1,1,1,1,0,0,20250715,20250808,36
1,1,1,1,1,0,0,20250715,20250812,717
1,1,1,1,1,0,0,20250715,20250812,80
1,1,1,1,1,0,0,20250716,20250722,723
1,1,1,1,1,0,0,20250716,20250724,333
1,1,1,1,1,0,0,20250716,20250725,389
1,1,1,1,1,0,0,20250717,20250808,166
1,1,1,1,1,0,0,20250721,20250725,176
1,1,1,1,1,0,0,20250721,20250725,31
1,1,1,1,1,0,0,20250721,20250725,923
1,1,1,1,1,0,0,20250721,20250731,441
1,1,1,1,1,0,0,20250721,20250801,745
1,1,1,1,1,0,0,20250721,20250808,511
1,1,1,1,1,0,0,20250721,20250812,696
1,1,1,1,1,0,0,20250722,20250725,776
1,1,1,1,1,0,0,20250725,20250801,416
1,1,1,1,1,0,0,20250726,20250808,755
1,1,1,1,1,0,0,20250728,20250801,248
1,1,1,1,1,0,0,20250728,20250801,37
1,1,1,1,1,0,0,20250728,20250812,685
1,1,1,1,1,0,0,20250728,20250812,731
1,1,1,1,1,0,0,20250729,20250812,779
1,1,1,1,1,0,0,20250730,20250808,97
1,1,1,1,1,0,0,20250731,20250808,721
1,1,1,1,1,0,0,20250731,20250812,771
1,1,1,1,1,0,0,20250801,20250808,812
1,1,1,1,1,0,0,20250801,20250812,371
1,1,1,1,1,0,0,20250801,20250812,516
1,1,1,1,1,0,0,20250802,20250812,382
1,1,1,1,1,0,0,20250802,20250812,563
1,1,1,1,1,0,0,20250804,20250808,666
1,1,1,1,1,0,0,20250804,20250811,805
1,1,1,1,1,0,0,20250804,20250812,436
1,1,1,1,1,0,0,20250805,20250811,384
1,1,1,1,1,0,0,20250805,20250812,734
1,1,1,1,1,0,1,20250713,20250718,8
1,1,1,1,1,0,1,20250713,20250724,182
1,1,1,1,1,0,1,20250713,20250725,35
1,1,1,1,1,0,1,20250713,20250725,510
1,1,1,1,1,0,1,20250713,20250725,6
1,1,1,1,1,0,1,20250713,20250725,733
1,1,1,1,1,0,1,20250713,20250725,843
1,1,1,1,1,0,1,20250713,20250729,769
1,1,1,1,1,0,1,20250713,20250801,157
1,1,1,1,1,0,1,20250713,20250801,393
1,1,1,1,1,0,1,20250713,20250801,494
1,1,1,1,1,0,1,20250713,20250801,762
1,1,1,1,1,0,1,20250713,20250807,740
1,1,1,1,1,0,1,20250713,20250808,103
1,1,1,1,1,0,1,20250713,20250808,50
1,1,1,1,1,0,1,20250713,20250808,71
1,1,1,1,1,0,1,20250713,20250808,748
1,1,1,1,1,0,1,20250713,20250808,754
1,1,1,1,1,0,1,20250713,20250808,789
1,1,1,1,1,0,1,20250713,20250809,509
1,1,1,1,1,0,1,20250713,20250810,99
1,1,1,1,1,0,1,20250713,20250812,319
1,1,1,1,1,0,1,20250713,20250812,432
1,1,1,1,1,0,1,20250713,20250812,44
1,1,1,1,1,0,1,20250713,20250812,492
1,1,1,1,1,0,1,20250713,20250812,74
1,1,1,1,1,0,1,20250713,20250812,838
1,1,1,1,1,0,1,20250714,20250723,79
1,1,1,1,1,0,1,20250714,20250724,484
1,1,1,1,1,0,1,20250714,20250801,268
1,1,1,1,1,0,1,20250714,20250801,890
1,1,1,1,1,0,1,20250714,20250812,116
1,1,1,1,1,0,1,20250714,20250812,152
1,1,1,1,1,0,1,20250714,20250812,732
1,1,1,1,1,0,1,20250714,20250812,767
1,1,1,1,1,0,1,20250715,20250722,525
1,1,1,1,1,0,1,20250715,20250725,300
1,1,1,1,1,0,1,20250720,20250725,119
1,1,1,1,1,0,1,20250720,20250725,214
1,1,1,1,1,0,1,20250720,20250725,317
1,1,1,1,1,0,1,20250720,20250725,34
1,1,1,1,1,0,1,20250720,20250725,418
1,1,1,1,1,0,1,20250720,20250725,453
1,1,1,1,1,0,1,20250720,20250725,672
1,1,1,1,1,0,1,20250720,20250812,522
1,1,1,1,1,0,1,20250720,20250812,695
1,1,1,1,1,0,1,20250723,20250812,766
1,1,1,1,1,0,1,20250725,20250803,800
1,1,1,1,1,0,1,20250726,20250808,608
1,1,1,1,1,0,1,20250726,20250812,698
1,1,1,1,1,0,1,20250727,20250801,561
1,1,1,1,1,0,1,20250727,20250801,790
1,1,1,1,1,0,1,20250727,20250803,727
1,1,1,1,1,0,1,20250727,20250808,375
1,1,1,1,1,0,1,20250727,20250808,630
1,1,1,1,1,0,1,20250727,20250812,223
1,1,1,1,1,0,1,20250727,20250812,452
1,1,1,1,1,0,1,20250727,20250812,477
1,1,1,1,1,0,1,20250728,20250801,175
1,1,1,1,1,0,1,20250730,20250808,881
1,1,1,1,1,0,1,20250730,20250812,464
1,1,1,1,1,0,1,20250803,20250808,837
1,1,1,1,1,0,1,20250803,20250812,140
1,1,1,1,1,0,1,20250804,20250812,258
1,1,1,1,1,1,0,20250714,20250719,11
1,1,1,1,1,1,0,20250714,20250719,486
1,1,1,1,1,1,0,20250714,20250720,308
1,1,1,1,1,1,0,20250714,20250722,581
1,1,1,1,1,1,0,20250714,20250724,323
1,1,1,1,1,1,0,20250714,20250725,240
1,1,1,1,1,1,0,20250714,20250726,394
1,1,1,1,1,1,0,20250714,20250729,392
1,1,1,1,1,1,0,20250714,20250730,863
1,1,1,1,1,1,0,20250714,20250731,174
1,1,1,1,1,1,0,20250714,20250801,63
1,1,1,1,1,1,0,20250714,20250801,633
1,1,1,1,1,1,0,20250714,20250801,648
1,1,1,1,1,1,0,20250714,20250803,124
1,1,1,1,1,1,0,20250714,20250803,301
1,1,1,1,1,1,0,20250714,20250807,873
1,1,1,1,1,1,0,20250714,20250807,93
1,1,1,1,1,1,0,20250714,20250808,113
1,1,1,1,1,1,0,20250714,20250808,114
1,1,1,1,1,1,0,20250714,20250808,204
1,1,1,1,1,1,0,20250714,20250808,246
1,1,1,1,1,1,0,20250714,20250808,386
1,1,1,1,1,1,0,20250714,20250808,626
1,1,1,1,1,1,0,20250714,20250808,749
1,1,1,1,1,1,0,20250714,20250808,916
1,1,1,1,1,1,0,20250714,20250809,221
1,1,1,1,1,1,0,20250714,20250809,679
1,1,1,1,1,1,0,20250714,20250812,110
1,1,1,1,1,1,0,20250714,20250812,19
1,1,1,1,1,1,0,20250714,20250812,304
1,1,1,1,1,1,0,20250714,20250812,350
1,1,1,1,1,1,0,20250714,20250812,405
1,1,1,1,1,1,0,20250714,20250812,657
1,1,1,1,1,1,0,20250714,20250812,845
1,1,1,1,1,1,0,20250714,20250812,877
1,1,1,1,1,1,0,20250715,20250722,54
1,1,1,1,1,1,0,20250715,20250731,437
1,1,1,1,1,1,0,20250715,20250808,697
1,1,1,1,1,1,0,20250715,20250812,21
1,1,1,1,1,1,0,20250721,20250728,839
1,1,1,1,1,1,0,20250721,20250812,703
1,1,1,1,1,1,0,20250726,20250801,604
1,1,1,1,1,1,0,20250726,20250812,273
1,1,1,1,1,1,0,20250726,20250812,40
1,1,1,1,1,1,0,20250728,20250802,272
1,1,1,1,1,1,0,20250728,20250808,348
1,1,1,1,1,1,0,20250728,20250808,53
1,1,1,1,1,1,0,20250728,20250812,781
1,1,1,1,1,1,0,20250730,20250808,538
1,1,1,1,1,1,0,20250730,20250812,122
1,1,1,1,1,1,0,20250730,20250812,884
1,1,1,1,1,1,0,20250731,20250806,439
1,1,1,1,1,1,0,20250801,20250807,213
1,1,1,1,1,1,0,20250801,20250808,269
1,1,1,1,1,1,0,20250802,20250808,225
1,1,1,1,1,1,0,20250802,20250809,340
1,1,1,1,1,1,0,20250802,20250812,409
1,1,1,1,1,1,0,20250802,20250812,891
1,1,1,1,1,1,0,20250803,20250812,24
1,1,1,1,1,1,0,20250804,20250809,390
1,1,1,1,1,1,0,20250809,20250812,911
1,1,1,1,1,1,1,20250713,20250719,310
1,1,1,1,1,1,1,20250713,20250719,487
1,1,1,1,1,1,1,20250713,20250723,249
1,1,1,1,1,1,1,20250713,20250724,64
1,1,1,1,1,1,1,20250713,20250725,500
1,1,1,1,1,1,1,20250713,20250726,646
1,1,1,1,1,1,1,20250713,20250726,76
1,1,1,1,1,1,1,20250713,20250727,631
1,1,1,1,1,1,1,20250713,20250729,505
1,1,1,1,1,1,1,20250713,20250730,402
1,1,1,1,1,1,1,20250713,20250731,527
1,1,1,1,1,1,1,20250713,20250801,160
1,1,1,1,1,1,1,20250713,20250801,241
1,1,1,1,1,1,1,20250713,20250801,4
1,1,1,1,1,1,1,20250713,20250802,107
1,1,1,1,1,1,1,20250713,20250802,496
1,1,1,1,1,1,1,20250713,20250803,198
1,1,1,1,1,1,1,20250713,20250807,217
1,1,1,1,1,1,1,20250713,20250807,539
1,1,1,1,1,1,1,20250713,20250808,229
1,1,1,1,1,1,1,20250713,20250808,366
1,1,1,1,1,1,1,20250713,20250808,445
1,1,1,1,1,1,1,20250713,20250808,52
1,1,1,1,1,1,1,20250713,20250808,597
1,1,1,1,1,1,1,20250713,20250808,700
1,1,1,1,1,1,1,20250713,20250808,705
1,1,1,1,1,1,1,20250713,20250808,848
1,1,1,1,1,1,1,20250713,20250808,886
1,1,1,1,1,1,1,20250713,20250809,425
1,1,1,1,1,1,1,20250713,20250809,607
1,1,1,1,1,1,1,20250713,20250810,196
1,1,1,1,1,1,1,20250713,20250810,683
1,1,1,1,1,1,1,20250713,20250810,849
1,1,1,1,1,1,1,20250713,20250811,680
1,1,1,1,1,1,1,20250713,20250811,92
1,1,1,1,1,1,1,20250713,20250811,931
1,1,1,1,1,1,1,20250713,20250812,120
1,1,1,1,1,1,1,20250713,20250812,154
1,1,1,1,1,1,1,20250713,20250812,328
1,1,1,1,1,1,1,20250713,20250812,334
1,1,1,1,1,1,1,20250713,20250812,381
1,1,1,1,1,1,1,20250713,20250812,397
1,1,1,1,1,1,1,20250713,20250812,468
1,1,1,1,1,1,1,20250713,20250812,497
1,1,1,1,1,1,1,20250713,20250812,585
1,1,1,1,1,1,1,20250713,20250812,593
1,1,1,1,1,1,1,20250713,20250812,594
1,1,1,1,1,1,1,20250713,20250812,656
1,1,1,1,1,1,1,20250713,20250812,664
1,1,1,1,1,1,1,20250713,20250812,758
1,1,1,1,1,1,1,20250713,20250812,772
1,1,1,1,1,1,1,20250713,20250812,929
1,1,1,1,1,1,1,20250714,20250722,639
1,1,1,1,1,1,1,20250714,20250724,841
1,1,1,1,1,1,1,20250714,20250725,372
1,1,1,1,1,1,1,20250714,20250731,125
1,1,1,1,1,1,1,20250714,20250731,610
1,1,1,1,1,1,1,20250714,20250731,84
1,1,1,1,1,1,1,20250714,20250801,286
1,1,1,1,1,1,1,20250714,20250801,337
1,1,1,1,1,1,1,20250714,20250801,618
1,1,1,1,1,1,1,20250714,20250801,834
1,1,1,1,1,1,1,20250714,20250807,307
1,1,1,1,1,1,1,20250714,20250808,167
1,1,1,1,1,1,1,20250714,20250808,614
1,1,1,1,1,1,1,20250714,20250808,777
1,1,1,1,1,1,1,20250714,20250808,882
1,1,1,1,1,1,1,20250714,20250810,874
1,1,1,1,1,1,1,20250714,20250812,100
1,1,1,1,1,1,1,20250714,20250812,132
1,1,1,1,1,1,1,20250714,20250812,239
1,1,1,1,1,1,1,20250714,20250812,32
1,1,1,1,1,1,1,20250714,20250812,396
1,1,1,1,1,1,1,20250714,20250812,401
1,1,1,1,1,1,1,20250714,20250812,423
1,1,1,1,1,1,1,20250714,20250812,564
1,1,1,1,1,1,1,20250714,20250812,57
1,1,1,1,1,1,1,20250714,20250812,792
1,1,1,1,1,1,1,20250714,20250812,795
1,1,1,1,1,1,1,20250714,20250812,889
1,1,1,1,1,1,1,20250715,20250722,667
1,1,1,1,1,1,1,20250715,20250725,599
1,1,1,1,1,1,1,20250715,20250731,105
1,1,1,1,1,1,1,20250715,20250801,136
1,1,1,1,1,1,1,20250715,20250812,59
1,1,1,1,1,1,1,20250715,20250812,850
1,1,1,1,1,1,1,20250716,20250722,433
1,1,1,1,1,1,1,20250716,20250725,785
1,1,1,1,1,1,1,20250718,20250731,566
1,1,1,1,1,1,1,20250718,20250812,296
1,1,1,1,1,1,1,20250720,20250731,642
1,1,1,1,1,1,1,20250720,20250810,151
1,1,1,1,1,1,1,20250720,20250812,102
1,1,1,1,1,1,1,20250720,20250812,243
1,1,1,1,1,1,1,20250720,20250812,806
1,1,1,1,1,1,1,20250723,20250808,434
1,1,1,1,1,1,1,20250723,20250811,62
1,1,1,1,1,1,1,20250725,20250731,914
1,1,1,1,1,1,1,20250725,20250801,170
1,1,1,1,1,1,1,20250725,20250807,760
1,1,1,1,1,1,1,20250725,20250808,601
1,1,1,1,1,1,1,20250725,20250809,636
1,1,1,1,1,1,1,20250725,20250812,216
1,1,1,1,1,1,1,20250726,20250801,106
1,1,1,1,1,1,1,20250726,20250803,395
1,1,1,1,1,1,1,20250726,20250803,48
1,1,1,1,1,1,1,20250726,20250803,531
1,1,1,1,1,1,1,20250726,20250808,567
1,1,1,1,1,1,1,20250726,20250809,2
1,1,1,1,1,1,1,20250726,20250812,325
1,1,1,1,1,1,1,20250726,20250812,344
1,1,1,1,1,1,1,20250726,20250812,867
1,1,1,1,1,1,1,20250727,20250802,148
1,1,1,1,1,1,1,20250727,20250802,362
1,1,1,1,1,1,1,20250727,20250808,846
1,1,1,1,1,1,1,20250727,20250809,108
1,1,1,1,1,1,1,20250727,20250812,274
1,1,1,1,1,1,1,20250727,20250812,427
1,1,1,1,1,1,1,20250728,20250808,219
1,1,1,1,1,1,1,20250728,20250808,534
1,1,1,1,1,1,1,20250728,20250812,469
1,1,1,1,1,1,1,20250729,20250803,540
1,1,1,1,1,1,1,20250730,20250807,446
1,1,1,1,1,1,1,20250730,20250808,155
1,1,1,1,1,1,1,20250730,20250812,861
1,1,1,1,1,1,1,20250731,20250808,598
1,1,1,1,1,1,1,20250731,20250809,199
1,1,1,1,1,1,1,20250801,20250807,280
1,1,1,1,1,1,1,20250801,20250808,589
1,1,1,1,1,1,1,20250801,20250809,729
1,1,1,1,1,1,1,20250802,20250808,799
1,1,1,1,1,1,1,20250802,20250809,287
1,1,1,1,1,1,1,20250802,20250810,569
1,1,1,1,1,1,1,20250802,20250812,491
1,1,1,1,1,1,1,20250803,20250810,615
1,1,1,1,1,1,1,20250803,20250810,699
1,1,1,1,1,1,1,20250803,20250812,669
1,1,1,1,1,1,1,20250803,20250812,706
1,1,1,1,1,1,1,20250804,20250812,687
